channel_model,param1,param2,k,n,depth,blocks,seed,block_recovery_rate,residual_packet_loss,encode_us_mean,encode_us_p99,decode_us_mean,decode_us_p99,interleaver_us_mean,interleaver_us_p99,peak_mem_bytes,latency_ms
ge,5,1000,4,8,1,10000,12841592382631637085,0.997700,0.001925,8.477,9.078,4.268,8.626,,,173248,11.240
ge,5,1000,4,8,1,10000,2293257465073171327,0.997000,0.002225,8.472,9.067,4.277,8.646,,,173248,11.240
ge,5,1000,4,8,1,10000,1154831223242541325,0.995500,0.003625,8.506,9.097,4.814,8.596,,,173248,11.240
ge,10,1000,4,8,1,10000,2896030383646216425,0.992200,0.006675,8.496,9.187,4.731,8.606,,,173248,11.240
ge,10,1000,4,8,1,10000,13809861568998226383,0.990300,0.008550,8.482,9.087,4.510,8.576,,,173248,11.240
ge,10,1000,4,8,1,10000,14539817710453233521,0.993800,0.005400,8.481,9.599,5.324,8.626,,,173248,11.240
ge,20,1000,4,8,1,10000,15750935399768003997,0.976800,0.022025,8.478,9.097,5.021,8.687,,,173248,11.240
ge,20,1000,4,8,1,10000,6452002627830595346,0.982400,0.016575,8.475,9.077,5.077,8.596,,,173248,11.240
ge,20,1000,4,8,1,10000,294942074785513987,0.977300,0.020775,8.483,9.187,5.302,8.606,,,173248,11.240
periodic,5,1,4,8,1,10000,2915284873177734109,1.000000,0.000000,8.474,9.077,2.191,2.205,,,173248,11.240
periodic,5,1,4,8,1,10000,8244987773374477277,1.000000,0.000000,8.516,10.039,2.199,2.555,,,173248,11.240
periodic,5,1,4,8,1,10000,7113620234662515994,1.000000,0.000000,8.504,10.009,2.196,2.465,,,173248,11.240
periodic,10,1,4,8,1,10000,15814998801813409240,1.000000,0.000000,8.509,10.019,2.197,2.545,,,173248,11.240
periodic,10,1,4,8,1,10000,6141335508301669254,1.000000,0.000000,8.481,9.358,2.193,2.214,,,173248,11.240
periodic,10,1,4,8,1,10000,18062496264985339800,1.000000,0.000000,8.490,9.659,2.196,2.504,,,173248,11.240
periodic,20,1,4,8,1,10000,5727010870720184494,1.000000,0.000000,8.482,9.077,2.198,2.224,,,173248,11.240
periodic,20,1,4,8,1,10000,11712355104721180907,1.000000,0.000000,8.488,9.698,2.196,2.505,,,173248,11.240
periodic,20,1,4,8,1,10000,997404693634727159,1.000000,0.000000,8.493,9.518,2.193,2.215,,,173248,11.240
uniform,0.01,,4,8,2,10000,11850100562927688821,1.000000,0.000000,8.491,9.628,2.246,4.328,,,185024,17.480
uniform,0.01,,4,8,2,10000,15590845416425688614,1.000000,0.000000,8.482,9.148,2.270,4.579,,,185024,17.480
uniform,0.01,,4,8,2,10000,13175848483349520311,1.000000,0.000000,8.500,9.097,2.222,2.374,,,185024,17.480
uniform,0.05,,4,8,2,10000,8725356443303492304,1.000000,0.000000,8.478,9.087,2.370,4.408,,,185024,17.480
uniform,0.05,,4,8,2,10000,7913440054226465437,1.000000,0.000000,8.476,9.107,2.357,4.338,,,185024,17.480
uniform,0.05,,4,8,2,10000,3724221233260511449,0.999900,0.000050,8.511,9.108,2.363,4.339,,,185024,17.480
uniform,0.1,,4,8,2,10000,9230231829719208386,0.999800,0.000150,8.501,9.088,2.534,6.432,,,185024,17.480
uniform,0.1,,4,8,2,10000,1942134714439567810,0.999300,0.000450,8.501,9.097,2.525,4.479,,,185024,17.480
uniform,0.1,,4,8,2,10000,17015739782543371774,0.999800,0.000175,8.471,9.077,2.547,5.681,,,185024,17.480
uniform,0.2,,4,8,2,10000,12257195320140161943,0.987900,0.007675,8.485,9.077,2.918,6.443,,,185024,17.480
uniform,0.2,,4,8,2,10000,13603358473019996028,0.990700,0.005950,8.481,9.097,2.925,6.442,,,185024,17.480
uniform,0.2,,4,8,2,10000,6731152325559345966,0.989800,0.006900,8.473,9.077,2.917,6.443,,,185024,17.480
uniform,0.3,,4,8,2,10000,6104278465029764922,0.943200,0.037125,8.477,9.098,3.254,6.443,,,185024,17.480
uniform,0.3,,4,8,2,10000,13949687127116303543,0.945400,0.035375,8.511,9.107,3.236,6.452,,,185024,17.480
uniform,0.3,,4,8,2,10000,10481289120947956252,0.941000,0.038975,8.482,9.097,3.250,6.452,,,185024,17.480
ge,2,100,4,8,2,10000,11822322185158527095,0.999900,0.000075,8.473,9.077,2.710,6.473,,,185024,17.480
ge,2,100,4,8,2,10000,8727734342723934417,0.999700,0.000125,8.481,9.538,2.802,6.793,,,185024,17.480
ge,2,100,4,8,2,10000,3649658647159001556,0.999900,0.000025,8.511,9.649,2.682,6.462,,,185024,17.480
ge,5,100,4,8,2,10000,17565295385219020889,0.985100,0.011025,8.659,12.814,3.954,8.606,,,185024,17.480
ge,5,100,4,8,2,10000,7021409135338836701,0.982600,0.013625,8.542,10.240,3.608,8.566,,,185024,17.480
ge,5,100,4,8,2,10000,8020116043501801010,0.979800,0.014575,8.566,11.362,3.984,8.597,,,185024,17.480
ge,10,100,4,8,2,10000,6882714838388939074,0.931000,0.058375,8.562,10.900,4.353,8.636,,,185024,17.480
ge,10,100,4,8,2,10000,8785015651927532271,0.940300,0.050575,8.603,11.211,4.353,9.157,,,185024,17.480
ge,10,100,4,8,2,10000,6453964399576300986,0.936700,0.051425,8.595,11.572,4.298,8.716,,,185024,17.480
ge,20,100,4,8,2,10000,18404543903215617672,0.840300,0.143025,8.498,9.467,4.722,8.577,,,185024,17.480
ge,20,100,4,8,2,10000,8226396874396311897,0.861100,0.123575,8.501,9.579,4.715,8.586,,,185024,17.480
ge,20,100,4,8,2,10000,4929487328278240574,0.845600,0.137125,8.508,9.679,4.613,8.576,,,185024,17.480
ge,2,1000,4,8,2,10000,18211312012481516424,0.999900,0.000025,8.523,9.779,2.801,6.603,,,185024,17.480
ge,2,1000,4,8,2,10000,3195471896984636594,1.000000,0.000000,8.525,9.498,2.534,4.659,,,185024,17.480
ge,2,1000,4,8,2,10000,16655851965400418687,1.000000,0.000000,8.517,9.639,2.954,7.123,,,185024,17.480
ge,5,1000,4,8,2,10000,3991297434400404965,0.998800,0.001125,8.607,10.640,3.706,7.545,,,185024,17.480
ge,5,1000,4,8,2,10000,12822908348427334946,0.999400,0.000475,8.503,9.599,3.797,8.807,,,185024,17.480
ge,5,1000,4,8,2,10000,5951125129866587067,0.998500,0.000975,8.523,9.598,3.647,6.653,,,185024,17.480
ge,10,1000,4,8,2,10000,3212424269843595257,0.994100,0.004850,8.478,9.318,4.638,8.636,,,185024,17.480
ge,10,1000,4,8,2,10000,12163158269447327122,0.992200,0.005975,8.549,10.961,4.579,8.687,,,185024,17.480
ge,10,1000,4,8,2,10000,14793788206530559632,0.994700,0.004325,8.481,9.558,4.222,8.706,,,185024,17.480
ge,20,1000,4,8,2,10000,4696417631386190398,0.983400,0.014600,8.505,10.570,4.634,8.926,,,185024,17.480
ge,20,1000,4,8,2,10000,7596644794583007689,0.977800,0.019775,8.484,9.578,4.522,8.787,,,185024,17.480
ge,20,1000,4,8,2,10000,6549014732163246843,0.986300,0.011925,8.648,14.768,4.955,11.532,,,185024,17.480
periodic,5,1,4,8,2,10000,6484272355274003858,1.000000,0.000000,8.494,9.458,2.199,2.415,,,185024,17.480
periodic,5,1,4,8,2,10000,180549209284985194,1.000000,0.000000,8.573,10.690,2.225,2.765,,,185024,17.480
periodic,5,1,4,8,2,10000,4247823035162027855,1.000000,0.000000,8.698,12.925,2.248,3.407,,,185024,17.480
periodic,10,1,4,8,2,10000,17769532727493293853,1.000000,0.000000,8.477,9.238,2.201,2.314,,,185024,17.480
periodic,10,1,4,8,2,10000,8136418820398940074,1.000000,0.000000,8.495,9.317,2.203,2.425,,,185024,17.480
periodic,10,1,4,8,2,10000,88846507229093471,1.000000,0.000000,8.546,10.800,2.218,2.755,,,185024,17.480
periodic,20,1,4,8,2,10000,8996117674601073064,1.000000,0.000000,8.510,9.719,2.203,2.535,,,185024,17.480
periodic,20,1,4,8,2,10000,12981086057658296700,1.000000,0.000000,8.491,9.748,2.203,2.524,,,185024,17.480
periodic,20,1,4,8,2,10000,15180179217494264286,1.000000,0.000000,8.487,9.398,2.197,2.254,,,185024,17.480
uniform,0.01,,4,8,4,10000,10155938656185793147,1.000000,0.000000,8.486,9.588,2.259,4.659,,,208576,29.960
uniform,0.01,,4,8,4,10000,4248528829433568668,1.000000,0.000000,8.489,9.137,2.234,4.428,,,208576,29.960
uniform,0.01,,4,8,4,10000,315293387156109220,1.000000,0.000000,8.493,9.698,2.271,4.669,,,208576,29.960
uniform,0.05,,4,8,4,10000,13898629641738961465,1.000000,0.000000,8.510,9.438,2.363,4.359,,,208576,29.960
uniform,0.05,,4,8,4,10000,12006173140288957141,1.000000,0.000000,8.863,14.828,2.472,4.719,,,208576,29.960
uniform,0.05,,4,8,4,10000,16931791342164243775,1.000000,0.000000,8.480,9.348,2.364,4.358,,,208576,29.960
uniform,0.1,,4,8,4,10000,7464231068307016066,0.999800,0.000150,8.516,9.728,2.532,4.669,,,208576,29.960
uniform,0.1,,4,8,4,10000,9040865156649218167,0.999300,0.000425,8.478,9.337,2.533,5.019,,,208576,29.960
uniform,0.1,,4,8,4,10000,9476789836518135030,0.999800,0.000075,8.586,11.111,2.611,6.442,,,208576,29.960
uniform,0.2,,4,8,4,10000,2488348202515504025,0.991100,0.006000,8.603,11.211,2.949,6.473,,,208576,29.960
uniform,0.2,,4,8,4,10000,12342617916298228360,0.987500,0.008000,8.570,10.861,2.933,6.452,,,208576,29.960
uniform,0.2,,4,8,4,10000,16539597650540413161,0.988700,0.007325,8.489,9.589,2.877,6.452,,,208576,29.960
uniform,0.3,,4,8,4,10000,155999968124013074,0.940100,0.038775,8.516,9.488,3.240,6.452,,,208576,29.960
uniform,0.3,,4,8,4,10000,8945912469699585646,0.942800,0.037525,8.482,9.578,3.241,6.452,,,208576,29.960
uniform,0.3,,4,8,4,10000,6129767966070420108,0.943800,0.035875,8.578,10.861,3.294,6.472,,,208576,29.960
ge,2,100,4,8,4,10000,16835903868524585691,1.000000,0.000000,8.528,9.648,2.334,4.359,,,208576,29.960
ge,2,100,4,8,4,10000,15288370615414818685,1.000000,0.000000,8.484,9.508,2.394,4.378,,,208576,29.960
ge,2,100,4,8,4,10000,12132522698781504073,1.000000,0.000000,8.493,9.568,2.377,4.378,,,208576,29.960
ge,5,100,4,8,4,10000,1833032298108415113,0.995000,0.003125,8.535,10.941,3.149,8.536,,,208576,29.960
ge,5,100,4,8,4,10000,10686676004886610037,0.995100,0.003075,8.512,10.740,3.207,8.527,,,208576,29.960
ge,5,100,4,8,4,10000,9460294849276078363,0.994800,0.003975,8.496,9.608,3.101,8.516,,,208576,29.960
ge,10,100,4,8,4,10000,11159051845834986635,0.962700,0.028200,8.505,9.107,3.898,8.556,,,208576,29.960
ge,10,100,4,8,4,10000,15936639840570044049,0.963900,0.025000,8.474,9.098,3.795,8.566,,,208576,29.960
ge,10,100,4,8,4,10000,4498486606690227963,0.966400,0.025600,8.538,10.610,3.748,8.566,,,208576,29.960
ge,20,100,4,8,4,10000,15090994111143825479,0.885000,0.093775,8.562,10.881,4.397,8.586,,,208576,29.960
ge,20,100,4,8,4,10000,3609764709967679245,0.880200,0.095425,8.488,9.388,4.307,8.567,,,208576,29.960
ge,20,100,4,8,4,10000,578927380895679747,0.876000,0.103025,8.494,10.049,4.635,8.576,,,208576,29.960
ge,2,1000,4,8,4,10000,10002307998432639253,1.000000,0.000000,8.565,12.814,2.231,2.825,,,208576,29.960
ge,2,1000,4,8,4,10000,12828568981140568641,1.000000,0.000000,8.498,9.629,2.232,2.394,,,208576,29.960
ge,2,1000,4,8,4,10000,7050130037493333433,1.000000,0.000000,8.485,9.098,2.260,2.876,,,208576,29.960
ge,5,1000,4,8,4,10000,4724089670680463519,0.999700,0.000075,8.575,11.592,3.317,8.577,,,208576,29.960
ge,5,1000,4,8,4,10000,3815254319820503368,0.998800,0.000775,8.601,12.825,3.595,8.587,,,208576,29.960
ge,5,1000,4,8,4,10000,9894370609557901976,0.998500,0.001100,8.648,11.141,3.499,8.536,,,208576,29.960
ge,10,1000,4,8,4,10000,11869404703230568177,0.994600,0.004225,8.480,9.448,3.746,8.847,,,208576,29.960
ge,10,1000,4,8,4,10000,9088658348576174655,0.993900,0.004275,8.487,9.658,4.853,9.248,,,208576,29.960
ge,10,1000,4,8,4,10000,12999428300691141506,0.997600,0.001975,8.505,9.688,3.609,8.576,,,208576,29.960
ge,20,1000,4,8,4,10000,396380571947207740,0.990300,0.007550,8.490,9.548,4.494,8.686,,,208576,29.960
ge,20,1000,4,8,4,10000,6610906055293340085,0.987000,0.011125,8.489,9.568,4.294,8.686,,,208576,29.960
ge,20,1000,4,8,4,10000,4479786648673820893,0.990400,0.007950,8.513,10.570,3.788,8.677,,,208576,29.960
periodic,5,1,4,8,4,10000,17639121221899246712,1.000000,0.000000,8.488,9.599,2.198,2.234,,,208576,29.960
periodic,5,1,4,8,4,10000,4151082111453121893,1.000000,0.000000,8.562,10.690,2.225,2.785,,,208576,29.960
periodic,5,1,4,8,4,10000,5736578649141592217,1.000000,0.000000,8.612,11.632,2.259,3.166,,,208576,29.960
periodic,10,1,4,8,4,10000,507958549836268549,1.000000,0.000000,8.485,9.478,2.202,2.244,,,208576,29.960
periodic,10,1,4,8,4,10000,2949347510525095109,1.000000,0.000000,8.512,9.929,2.204,2.545,,,208576,29.960
periodic,10,1,4,8,4,10000,3214945874505417198,1.000000,0.000000,8.491,9.728,2.198,2.224,,,208576,29.960
periodic,20,1,4,8,4,10000,16469425382899610380,1.000000,0.000000,8.512,9.999,2.217,2.555,,,208576,29.960
periodic,20,1,4,8,4,10000,2727285184901405002,1.000000,0.000000,8.502,9.178,2.201,2.224,,,208576,29.960
periodic,20,1,4,8,4,10000,3916901600436994042,1.000000,0.000000,8.494,9.818,2.202,2.404,,,208576,29.960
uniform,0.01,,4,8,8,10000,4955722489614687908,1.000000,0.000000,8.516,10.209,2.255,4.469,,,255680,54.920
uniform,0.01,,4,8,8,10000,3684735443930491567,1.000000,0.000000,8.498,9.508,2.261,4.669,,,255680,54.920
uniform,0.01,,4,8,8,10000,14725241427597622658,1.000000,0.000000,8.610,10.951,2.324,4.479,,,255680,54.920
uniform,0.05,,4,8,8,10000,1089778227611918062,1.000000,0.000000,8.576,10.810,2.415,4.759,,,255680,54.920
uniform,0.05,,4,8,8,10000,13548541228646817502,0.999900,0.000075,8.752,14.778,2.467,4.669,,,255680,54.920
uniform,0.05,,4,8,8,10000,7681731814042239721,0.999900,0.000075,8.510,9.949,2.368,4.449,,,255680,54.920
uniform,0.1,,4,8,8,10000,16364108501944648972,0.999200,0.000500,8.499,10.179,2.561,6.442,,,255680,54.920
uniform,0.1,,4,8,8,10000,1605412926555388037,0.999700,0.000125,8.688,13.165,2.608,6.463,,,255680,54.920
uniform,0.1,,4,8,8,10000,324730035939995182,0.999400,0.000450,8.503,9.628,2.544,6.422,,,255680,54.920
uniform,0.2,,4,8,8,10000,1810776851251778391,0.989800,0.006875,8.496,10.169,2.901,6.452,,,255680,54.920
uniform,0.2,,4,8,8,10000,771501022117703376,0.989700,0.006325,8.522,10.781,2.908,6.462,,,255680,54.920
uniform,0.2,,4,8,8,10000,18337862907816974858,0.990000,0.006700,8.528,9.639,2.895,6.452,,,255680,54.920
uniform,0.3,,4,8,8,10000,5126830503035621368,0.941500,0.038500,8.607,12.634,3.287,6.713,,,255680,54.920
uniform,0.3,,4,8,8,10000,6232751540552802040,0.941400,0.038500,8.510,10.199,3.245,6.453,,,255680,54.920
uniform,0.3,,4,8,8,10000,2137847202409730663,0.940800,0.038275,8.763,13.686,3.337,7.945,,,255680,54.920
ge,2,100,4,8,8,10000,1395781621564931083,1.000000,0.000000,8.903,14.758,2.430,4.509,,,255680,54.920
ge,2,100,4,8,8,10000,9278213356178306247,1.000000,0.000000,8.550,10.680,2.278,4.378,,,255680,54.920
ge,2,100,4,8,8,10000,15768702545027466563,1.000000,0.000000,8.519,9.688,2.277,4.408,,,255680,54.920
ge,5,100,4,8,8,10000,18020223333854839133,1.000000,0.000000,8.537,11.211,2.739,6.552,,,255680,54.920
ge,5,100,4,8,8,10000,15943304058294653123,0.999800,0.000125,8.499,10.570,2.568,6.403,,,255680,54.920
ge,5,100,4,8,8,10000,7074570201194431645,0.999500,0.000325,8.540,10.841,2.554,6.412,,,255680,54.920
ge,10,100,4,8,8,10000,6898023590645474311,0.991100,0.006450,8.544,10.860,3.186,8.536,,,255680,54.920
ge,10,100,4,8,8,10000,152188803900749546,0.986500,0.009725,8.495,9.478,3.192,8.516,,,255680,54.920
ge,10,100,4,8,8,10000,17972693307022797766,0.990700,0.006475,8.513,9.758,3.335,8.536,,,255680,54.920
ge,20,100,4,8,8,10000,2135885222943064265,0.910700,0.069700,8.495,9.679,3.931,8.547,,,255680,54.920
ge,20,100,4,8,8,10000,12381612941660355714,0.918900,0.060925,8.505,10.230,3.894,8.547,,,255680,54.920
ge,20,100,4,8,8,10000,8147277211390068541,0.914000,0.063950,8.499,9.378,3.840,8.547,,,255680,54.920
ge,2,1000,4,8,8,10000,3724774922402987783,1.000000,0.000000,8.710,11.752,2.423,4.909,,,255680,54.920
ge,2,1000,4,8,8,10000,8580202352157591441,1.000000,0.000000,8.480,9.317,2.314,4.389,,,255680,54.920
ge,2,1000,4,8,8,10000,6148329859724355670,1.000000,0.000000,8.486,9.748,2.220,2.334,,,255680,54.920
ge,5,1000,4,8,8,10000,12374584649581714586,1.000000,0.000000,8.493,9.167,2.654,4.539,,,255680,54.920
ge,5,1000,4,8,8,10000,14874658221615420027,1.000000,0.000000,8.479,9.098,2.308,4.448,,,255680,54.920
ge,5,1000,4,8,8,10000,14680872690826198263,1.000000,0.000000,8.536,9.327,2.549,6.432,,,255680,54.920
ge,10,1000,4,8,8,10000,9408636180903961593,0.999100,0.000800,8.484,9.638,3.266,6.973,,,255680,54.920
ge,10,1000,4,8,8,10000,15115479910891958744,0.998400,0.001275,8.481,9.098,3.297,8.527,,,255680,54.920
ge,10,1000,4,8,8,10000,2011934563264934903,1.000000,0.000000,8.502,9.528,2.776,4.689,,,255680,54.920
ge,20,1000,4,8,8,10000,16920098494524872600,0.991600,0.006500,8.512,9.448,3.784,8.557,,,255680,54.920
ge,20,1000,4,8,8,10000,14486991895032300053,0.988000,0.008075,8.498,9.589,4.043,8.617,,,255680,54.920
ge,20,1000,4,8,8,10000,13824340447496094720,0.995200,0.004175,8.493,9.778,3.625,8.526,,,255680,54.920
periodic,5,1,4,8,8,10000,3552725348352271589,1.000000,0.000000,8.484,9.518,2.197,2.385,,,255680,54.920
periodic,5,1,4,8,8,10000,1308501250984460037,1.000000,0.000000,8.480,9.147,2.195,2.254,,,255680,54.920
periodic,5,1,4,8,8,10000,11086979290710919029,1.000000,0.000000,8.473,9.068,2.193,2.225,,,255680,54.920
periodic,10,1,4,8,8,10000,6792506768147613175,1.000000,0.000000,8.484,9.107,2.197,2.224,,,255680,54.920
periodic,10,1,4,8,8,10000,2575798315810235738,1.000000,0.000000,8.476,9.108,2.196,2.225,,,255680,54.920
periodic,10,1,4,8,8,10000,3557332653382229312,1.000000,0.000000,8.480,9.098,2.197,2.215,,,255680,54.920
periodic,20,1,4,8,8,10000,15148323361209583888,1.000000,0.000000,8.525,9.188,2.203,2.244,,,255680,54.920
periodic,20,1,4,8,8,10000,12636554305683525256,1.000000,0.000000,8.483,9.488,2.205,2.285,,,255680,54.920
periodic,20,1,4,8,8,10000,7941487435216465983,1.000000,0.000000,8.475,9.078,2.195,2.214,,,255680,54.920
uniform,0.01,,4,12,1,10000,12476266759671349524,1.000000,0.000000,17.133,21.210,2.769,4.689,,,179136,11.560
uniform,0.01,,4,12,1,10000,15294641940326822375,1.000000,0.000000,17.111,20.889,2.269,4.548,,,179136,11.560
uniform,0.01,,4,12,1,10000,3320161737832147261,1.000000,0.000000,16.993,19.818,2.245,2.846,,,179136,11.560
uniform,0.05,,4,12,1,10000,908016419217177849,1.000000,0.000000,17.238,21.851,2.408,4.719,,,179136,11.560
uniform,0.05,,4,12,1,10000,10395321980787304453,1.000000,0.000000,17.152,22.203,2.387,4.498,,,179136,11.560
uniform,0.05,,4,12,1,10000,11173620952268710316,1.000000,0.000000,17.140,21.120,2.467,4.468,,,179136,11.560
uniform,0.1,,4,12,1,10000,14423347202020949806,1.000000,0.000000,16.956,19.437,2.605,6.432,,,179136,11.560
uniform,0.1,,4,12,1,10000,407737569910647198,1.000000,0.000000,16.930,19.407,2.549,6.443,,,179136,11.560
uniform,0.1,,4,12,1,10000,18350598668450082542,1.000000,0.000000,17.067,21.150,2.578,6.452,,,179136,11.560
uniform,0.2,,4,12,1,10000,10632431954020194829,0.999900,0.000075,17.069,20.228,3.104,6.482,,,179136,11.560
uniform,0.2,,4,12,1,10000,9172572347869024860,1.000000,0.000000,17.040,21.029,2.929,6.472,,,179136,11.560
uniform,0.2,,4,12,1,10000,9207115634588148729,0.999900,0.000100,17.006,20.328,2.967,6.482,,,179136,11.560
uniform,0.3,,4,12,1,10000,3798259253530773128,0.997600,0.001750,16.977,19.788,3.455,8.537,,,179136,11.560
uniform,0.3,,4,12,1,10000,1147578328765541456,0.998200,0.001500,17.105,21.170,3.467,8.546,,,179136,11.560
uniform,0.3,,4,12,1,10000,15893457646106867157,0.998300,0.001325,17.164,25.578,3.507,8.566,,,179136,11.560
ge,2,100,4,12,1,10000,7158971574985181197,0.999700,0.000250,17.101,21.110,3.429,8.696,,,179136,11.560
ge,2,100,4,12,1,10000,9724564923351070762,0.999300,0.000600,17.062,21.120,3.718,8.656,,,179136,11.560
ge,2,100,4,12,1,10000,9338884597693378113,0.999800,0.000100,17.197,25.528,3.568,8.696,,,179136,11.560
ge,5,100,4,12,1,10000,15094817740249193580,0.985900,0.011675,17.115,21.851,5.212,9.148,,,179136,11.560
ge,5,100,4,12,1,10000,1418360174784551573,0.986100,0.011375,17.071,21.080,5.342,10.029,,,179136,11.560
ge,5,100,4,12,1,10000,877428083938450845,0.987500,0.010175,17.176,22.292,5.577,9.137,,,179136,11.560
ge,10,100,4,12,1,10000,10146598461994864243,0.949100,0.044250,17.191,21.190,6.057,11.051,,,179136,11.560
ge,10,100,4,12,1,10000,14758590540644558107,0.945800,0.048100,17.069,21.070,6.103,10.831,,,179136,11.560
ge,10,100,4,12,1,10000,1016023807680212936,0.947000,0.047025,17.346,29.576,5.971,11.372,,,179136,11.560
ge,20,100,4,12,1,10000,5577957988055996673,0.872000,0.120025,17.059,20.018,6.444,9.608,,,179136,11.560
ge,20,100,4,12,1,10000,13112621540382975603,0.873700,0.117650,17.081,20.178,6.625,10.891,,,179136,11.560
ge,20,100,4,12,1,10000,7837978998156319267,0.878500,0.112900,17.016,19.878,7.161,9.628,,,179136,11.560
ge,2,1000,4,12,1,10000,5584861491773525026,1.000000,0.000000,17.151,21.201,3.679,9.748,,,179136,11.560
ge,2,1000,4,12,1,10000,4679891104703215199,1.000000,0.000000,17.100,21.201,7.577,9.739,,,179136,11.560
ge,2,1000,4,12,1,10000,13825917622703597455,0.999900,0.000075,16.949,19.728,3.619,8.777,,,179136,11.560
ge,5,1000,4,12,1,10000,11507651079539073889,0.999300,0.000550,17.011,20.689,11.212,62.639,,,179136,11.560
ge,5,1000,4,12,1,10000,9181537836240481205,0.998400,0.001275,17.057,21.130,5.695,9.168,,,179136,11.560
ge,5,1000,4,12,1,10000,16354856058944615614,0.999200,0.000600,16.980,19.737,4.741,9.438,,,179136,11.560
ge,10,1000,4,12,1,10000,12597376168902102568,0.994300,0.004600,16.991,19.747,5.709,9.207,,,179136,11.560
ge,10,1000,4,12,1,10000,75766599650437065,0.993800,0.005800,17.105,21.300,6.663,12.123,,,179136,11.560
ge,10,1000,4,12,1,10000,4390967437192642347,0.994600,0.005075,17.122,21.100,5.481,9.018,,,179136,11.560
ge,20,1000,4,12,1,10000,936999304630306618,0.986200,0.012050,16.951,19.708,7.102,12.193,,,179136,11.560
ge,20,1000,4,12,1,10000,10687341990608814681,0.982800,0.016125,16.933,19.356,6.716,9.147,,,179136,11.560
ge,20,1000,4,12,1,10000,4720927311383536389,0.986600,0.012500,16.962,19.728,6.713,8.947,,,179136,11.560
periodic,5,1,4,12,1,10000,3803862007750707844,1.000000,0.000000,16.985,19.818,2.206,2.565,,,179136,11.560
periodic,5,1,4,12,1,10000,11391132168196507083,1.000000,0.000000,17.062,21.130,2.215,2.796,,,179136,11.560
periodic,5,1,4,12,1,10000,2626847003621513961,1.000000,0.000000,16.924,19.397,2.193,2.214,,,179136,11.560
periodic,10,1,4,12,1,10000,5926012236445294793,1.000000,0.000000,16.948,19.507,2.196,2.235,,,179136,11.560
periodic,10,1,4,12,1,10000,5820038756425816143,1.000000,0.000000,16.950,19.507,2.198,2.485,,,179136,11.560
periodic,10,1,4,12,1,10000,7071478331880610663,1.000000,0.000000,16.941,19.327,2.199,2.474,,,179136,11.560
periodic,20,1,4,12,1,10000,4106569971738293182,1.000000,0.000000,16.983,19.787,2.214,2.535,,,179136,11.560
periodic,20,1,4,12,1,10000,1092702730842272638,1.000000,0.000000,17.046,21.110,2.216,2.755,,,179136,11.560
periodic,20,1,4,12,1,10000,11508500075286988184,1.000000,0.000000,16.973,19.857,2.212,2.495,,,179136,11.560
uniform,0.01,,4,12,2,10000,9487572055328554634,1.000000,0.000000,16.924,19.407,2.252,4.388,,,196800,18.120
uniform,0.01,,4,12,2,10000,13223880134026147967,1.000000,0.000000,16.951,19.447,2.252,4.409,,,196800,18.120
uniform,0.01,,4,12,2,10000,4762240076311719266,1.000000,0.000000,16.949,19.447,2.246,4.468,,,196800,18.120
uniform,0.05,,4,12,2,10000,11960169096239206114,1.000000,0.000000,16.931,19.367,2.354,4.379,,,196800,18.120
uniform,0.05,,4,12,2,10000,1348699190515678971,1.000000,0.000000,16.929,19.497,2.354,4.348,,,196800,18.120
uniform,0.05,,4,12,2,10000,14297028434819042298,1.000000,0.000000,16.934,19.637,2.375,4.359,,,196800,18.120
uniform,0.1,,4,12,2,10000,16793550507173577103,1.000000,0.000000,16.923,19.417,2.541,6.433,,,196800,18.120
uniform,0.1,,4,12,2,10000,15715692740320449370,1.000000,0.000000,16.953,19.697,2.559,5.441,,,196800,18.120
uniform,0.1,,4,12,2,10000,2141988784976867378,1.000000,0.000000,16.960,19.717,2.564,6.453,,,196800,18.120
uniform,0.2,,4,12,2,10000,2975447968419986141,1.000000,0.000000,16.964,19.577,2.977,6.462,,,196800,18.120
uniform,0.2,,4,12,2,10000,8425493165173566664,1.000000,0.000000,16.958,19.647,2.935,6.462,,,196800,18.120
uniform,0.2,,4,12,2,10000,5508687961945361862,1.000000,0.000000,16.970,19.457,2.957,6.453,,,196800,18.120
uniform,0.3,,4,12,2,10000,9776894235181966158,0.998000,0.001600,17.151,21.411,3.474,8.116,,,196800,18.120
uniform,0.3,,4,12,2,10000,12665761238288737150,0.997700,0.001675,17.070,21.100,3.472,8.536,,,196800,18.120
uniform,0.3,,4,12,2,10000,16400985671450158879,0.999300,0.000475,16.929,19.317,3.425,8.517,,,196800,18.120
ge,2,100,4,12,2,10000,4320802750648203235,1.000000,0.000000,17.205,25.568,3.167,6.833,,,196800,18.120
ge,2,100,4,12,2,10000,7200963827653240539,1.000000,0.000000,16.957,19.797,2.800,6.563,,,196800,18.120
ge,2,100,4,12,2,10000,4851123104246696233,1.000000,0.000000,16.961,19.717,2.770,6.553,,,196800,18.120
ge,5,100,4,12,2,10000,15784408915323342827,0.995700,0.003600,16.942,19.647,4.145,8.657,,,196800,18.120
ge,5,100,4,12,2,10000,11027291571073217468,0.997700,0.001950,16.965,19.818,4.160,9.147,,,196800,18.120
ge,5,100,4,12,2,10000,12086571787353386554,0.997600,0.001775,16.935,19.517,4.174,8.626,,,196800,18.120
